neighbourhood_n,number_of_reviews,minimum_nights,availability_365,room_type_n,Survived
98,2,2,88,0,79
133,71,2,59,0,43
81,1,30,234,0,36
3,45,2,43,0,95
12,37,1,234,1,60
31,1,1,0,0,31
15,7,4,89,1,199
21,0,2,356,1,280
94,22,1,0,0,70
116,11,3,318,0,60
27,16,2,0,1,125
2,1,3,0,1,100
44,5,4,0,1,80
83,8,5,0,1,135
14,5,3,0,0,90
43,8,2,357,1,240
12,2,2,74,0,59
43,4,2,177,0,115
7,104,1,19,0,300
173,13,1,35,0,60
12,9,4,9,1,200
4,1,7,0,0,40
14,2,1,0,1,185
87,101,1,74,1,40
12,2,2,0,0,65
19,110,1,134,1,375
2,41,4,98,0,60
21,0,2,358,1,350
12,1,1,0,1,125
9,5,2,324,1,299
4,9,1,0,0,90
22,1,5,0,0,85
52,14,3,0,1,300
21,39,21,110,0,62
2,3,30,189,0,33
15,12,2,0,1,70
103,16,1,81,1,95
8,14,2,8,0,99
32,0,8,0,1,150
12,2,1,363,0,70
2,6,3,0,0,125
6,0,1,0,1,110
21,14,1,189,0,45
11,1,4,0,1,165
48,38,1,116,1,1795
22,6,2,178,0,175
37,176,1,316,1,109
15,1,2,0,0,60
162,1,4,50,1,90
50,3,4,9,1,218
26,0,1,0,0,73
12,1,4,156,0,70
14,3,30,161,1,129
3,2,3,99,1,450
124,12,1,179,0,58
6,11,2,365,0,58
141,108,1,261,0,50
13,29,5,240,0,85
23,0,6,0,1,300
3,12,5,236,1,176
4,8,2,146,0,95
114,57,2,146,0,41
6,9,2,0,1,120
29,0,30,300,1,175
12,2,4,0,0,50
45,3,4,0,0,55
39,1,1,0,1,170
28,9,2,268,1,795
20,24,5,179,0,115
6,4,1,189,0,99
4,13,1,365,0,50
22,0,7,176,0,85
8,16,2,16,1,265
24,2,2,81,0,65
2,2,30,184,0,52
46,12,1,161,1,100
56,2,1,90,0,90
2,9,1,0,0,85
11,0,1,0,1,200
17,3,3,69,1,145
71,3,3,0,1,180
88,9,1,0,0,35
1,2,3,0,1,280
3,4,2,0,1,135
64,86,1,45,0,67
6,27,9,23,1,182
75,6,3,38,0,60
68,4,10,48,1,200
2,22,30,0,0,60
8,0,5,0,0,45
15,12,1,9,1,190
16,41,4,170,1,165
2,84,2,311,0,70
28,75,3,234,1,150
4,15,1,152,1,159
19,13,1,0,1,128
19,4,5,0,1,500
44,44,4,271,1,95
19,1,30,191,1,197
15,2,4,0,0,75
49,69,2,166,0,78
56,40,1,48,0,38
3,2,1,0,1,250
6,2,2,0,0,25
100,0,2,349,1,160
50,0,1,0,1,275
1,4,30,328,1,129
108,49,2,159,1,85
19,8,5,0,1,150
14,6,5,8,1,100
3,56,3,365,1,200
42,40,7,34,1,76
8,0,30,336,1,306
7,18,2,365,2,100
29,2,5,19,1,115
8,4,1,364,0,65
23,0,4,2,1,109
12,9,1,310,0,76
15,148,3,0,0,140
37,1,3,90,0,90
63,26,1,284,0,99
30,1,3,81,0,125
12,23,1,173,1,100
2,20,3,0,1,120
3,3,5,0,1,200
12,54,1,0,0,80
43,0,2,18,1,365
29,6,1,0,0,90
4,13,5,127,1,99
16,0,15,53,0,60
173,23,2,89,1,100
121,132,2,333,0,75
2,27,1,0,0,85
23,0,5,0,0,100
30,10,5,191,1,70
43,5,2,0,1,349
70,0,2,149,1,95
1,5,1,0,1,199
28,0,30,292,1,293
21,3,5,0,0,45
25,0,2,0,1,150
52,11,2,0,1,180
4,17,1,72,2,45
8,4,3,0,1,175
56,0,3,0,0,56
14,71,1,256,1,140
2,11,2,0,1,109
21,2,1,281,0,80
14,0,5,79,0,150
39,0,13,0,1,130
14,26,5,14,1,251
14,9,2,0,1,450
7,14,1,7,0,95
52,1,1,0,0,75
17,8,2,0,1,265
21,25,3,44,0,45
28,0,4,0,1,750
12,2,3,0,1,275
39,0,1,0,0,59
15,39,1,38,1,105
23,1,5,157,0,75
28,30,2,332,1,595
75,116,1,242,1,87
21,51,3,51,0,40
19,48,2,297,1,500
44,1,2,0,0,50
45,2,14,86,1,266
12,155,3,1,0,125
2,5,3,0,1,110
15,1,2,0,0,65
28,2,3,0,1,75
25,4,1,355,0,60
87,32,2,89,0,70
44,9,2,154,0,44
11,4,5,87,1,165
4,64,3,219,0,100
6,5,2,0,1,100
27,1,1,0,0,75
19,49,1,84,0,119
8,0,1,365,0,150
40,54,1,10,0,160
12,2,3,179,0,99
1,0,2,268,0,325
37,31,2,68,1,278
56,8,1,297,1,169
19,17,2,0,0,160
12,0,5,0,1,150
19,2,2,0,1,225
12,0,2,0,0,49
1,7,5,161,1,250
7,36,3,109,1,288
37,229,1,7,1,99
25,0,1,60,1,180
25,26,1,84,2,55
19,3,1,0,1,250
10,14,3,0,1,140
136,0,1,0,1,75
144,2,2,90,0,30
10,76,3,248,1,90
45,1,1,0,0,75
113,0,1,189,0,90
39,2,15,341,0,50
6,14,4,0,1,215
4,36,2,288,0,85
112,0,1,289,0,80
34,0,3,0,1,150
15,61,4,324,1,250
14,48,4,280,1,195
10,0,2,0,1,350
2,9,14,0,1,120
90,3,6,62,0,40
1,4,2,0,1,150
45,0,5,0,0,68
21,190,2,218,1,139
20,15,2,105,0,126
12,44,1,77,0,400
16,59,3,356,1,215
12,5,1,3,1,285
31,0,2,91,1,169
13,89,1,0,1,175
6,0,1,0,0,75
63,17,1,188,0,65
21,4,2,0,1,69
11,0,30,328,1,392
21,83,2,155,0,36
14,1,5,0,0,135
8,22,6,0,0,70
11,2,3,265,1,250
15,2,1,0,0,50
140,146,3,143,1,184
4,7,3,307,1,400
21,0,1,0,0,85
28,0,6,82,1,149
4,23,1,102,1,165
19,6,6,12,1,159
8,2,90,125,1,160
56,0,1,0,0,110
16,48,30,299,1,290
4,3,2,105,0,175
11,52,5,0,1,195
7,0,1,0,0,200
12,117,2,35,0,70
12,183,2,154,0,75
19,1,4,0,0,130
6,11,3,164,0,65
7,10,6,163,1,145
37,5,1,145,1,85
19,65,7,242,1,140
21,30,1,284,1,149
6,3,1,0,0,65
33,1,3,0,1,800
12,3,10,1,1,117
29,3,31,0,1,143
28,4,30,57,1,140
22,2,2,0,1,85
6,24,2,347,0,55
21,5,4,0,1,110
15,14,5,0,1,85
4,18,2,3,1,115
9,3,4,0,0,89
4,9,2,0,0,77
94,22,1,0,0,70
122,0,30,0,1,221
5,0,2,0,1,230
1,7,30,188,1,150
6,27,2,96,1,131
94,0,5,177,0,85
6,26,2,22,1,120
19,1,7,0,1,250
14,55,1,0,1,206
21,33,1,19,0,51
28,68,2,358,1,425
46,0,1,365,0,135
12,75,2,15,0,69
23,17,1,264,1,150
5,0,1,82,0,150
117,3,2,64,0,54
1,3,30,332,1,155
1,0,29,305,1,239
15,60,2,7,0,50
6,0,7,0,0,40
2,30,4,28,0,147
7,14,5,0,1,189
2,0,3,0,1,120
4,25,1,0,0,80
11,9,3,0,1,280
6,18,2,192,2,30
8,1,1,0,0,89
28,1,2,0,1,148
3,32,1,257,1,98
1,9,30,227,1,99
43,1,30,364,1,225
21,32,2,158,0,56
12,6,3,0,0,95
26,2,1,287,1,460
22,1,3,0,1,100
7,24,2,0,0,125
2,2,60,3,1,125
52,4,1,359,0,425
2,43,5,247,0,89
12,3,2,90,0,60
54,206,1,89,0,57
28,25,1,0,1,109
64,29,2,78,1,228
6,1,2,0,0,75
18,13,1,0,0,22
24,0,2,0,1,100
4,0,7,22,0,50
19,1,1,0,1,250
19,0,30,340,0,55
19,10,6,7,0,80
3,0,7,17,1,78
1,2,3,12,0,110
4,6,1,0,0,99
21,6,14,319,0,69
38,0,1,0,0,150
21,2,3,0,0,60
56,6,2,0,0,75
2,63,4,0,1,77
6,0,7,363,0,125
21,0,30,0,1,120
12,1,2,0,1,120
1,46,1,6,0,80
16,1,6,209,1,150
21,3,1,0,1,150
70,0,2,179,0,55
16,108,6,268,1,149
43,6,1,11,1,114
6,0,1,0,0,65
21,0,29,340,0,37
2,9,30,88,0,165
52,209,2,283,0,120
2,11,7,88,0,45
6,4,1,0,0,80
8,1,3,0,1,100
28,0,29,221,1,150
7,1,2,0,0,64
21,1,3,358,1,175
28,17,1,0,2,80
21,12,5,14,0,68
84,0,7,0,0,75
2,1,1,90,2,85
14,0,30,356,1,343
7,1,1,362,0,199
2,19,1,355,0,848
4,13,10,68,0,78
3,5,2,0,1,107
28,2,3,70,1,145
29,46,2,0,1,121
2,3,1,0,0,59
6,38,30,312,1,140
33,1,1,0,1,150
28,10,3,89,1,150
31,54,1,297,0,55
43,33,4,0,1,265
3,93,2,43,1,129
49,1,14,19,1,90
2,0,3,0,0,49
8,20,3,217,1,195
2,2,1,0,1,77
24,15,3,167,1,99
79,14,1,4,1,10
21,236,1,350,0,58
115,7,2,0,0,59
8,2,5,0,1,95
21,40,2,343,0,65
7,1,4,34,0,140
6,3,1,0,0,65
15,0,3,0,0,97
11,3,3,3,1,400
188,58,5,37,1,150
34,1,7,0,0,40
19,451,5,13,0,72
6,52,2,264,1,175
183,9,2,87,0,85
15,18,3,96,1,125
22,2,2,0,0,60
15,46,14,38,1,145
4,17,3,77,0,69
21,3,4,79,0,50
6,0,1,0,0,110
6,24,2,340,0,60
56,19,4,1,0,43
2,1,2,0,1,400
12,71,2,70,0,124
2,3,1,363,0,500
56,70,4,348,0,78
4,0,3,83,2,350
6,1,10,0,0,37
2,28,2,0,0,50
27,2,3,0,1,185
193,1,2,0,2,50
2,23,5,3,1,360
4,67,3,34,0,100
4,48,1,326,1,150
1,3,2,0,1,119
56,3,2,0,1,137
60,137,3,154,1,140
2,5,1,3,1,140
26,26,2,269,1,145
16,0,1,0,1,125
30,12,1,5,1,66
127,14,2,300,1,76
4,0,14,0,0,50
14,1,1,261,0,85
3,3,1,0,1,120
40,0,7,0,0,200
31,0,1,0,1,90
81,56,3,107,1,125
1,1,1,353,0,102
7,1,1,189,0,159
91,80,3,226,0,20
43,1,30,4,1,115
79,4,2,365,0,66
21,0,30,312,2,35
19,2,2,0,0,79
12,0,7,0,0,50
14,0,2,157,1,299
2,380,3,247,0,60
7,2,4,158,1,450
2,3,30,213,1,108
23,6,2,83,1,165
54,37,7,29,0,38
113,5,4,0,1,160
7,6,7,321,0,99
2,20,10,0,0,69
75,3,1,6,1,85
12,3,2,0,1,200
178,3,1,180,0,180
50,6,2,125,0,590
8,7,2,0,1,70
8,5,5,221,1,335
4,0,2,0,1,150
30,10,7,76,0,49
1,9,3,316,1,370
117,3,3,364,0,65
27,0,4,0,1,250
12,4,4,107,0,100
25,2,1,0,1,200
20,7,30,277,1,149
64,0,2,311,1,179
45,12,2,252,0,100
7,33,1,0,1,175
6,4,1,354,0,60
6,1,1,98,1,65
1,214,3,167,0,135
2,32,2,16,1,65
22,27,2,168,1,98
2,71,2,309,0,65
7,1,1,294,0,410
14,5,4,168,1,160
28,51,1,88,0,94
24,42,1,337,0,53
12,7,2,55,0,70
19,4,3,83,1,209
5,3,30,113,1,150
6,4,4,9,1,95
2,1,14,0,0,45
6,1,30,282,0,40
34,69,3,258,1,190
5,57,1,86,1,100
43,3,3,199,1,280
7,2,6,0,0,69
6,83,3,224,1,100
1,1,14,240,1,225
7,39,1,22,2,80
30,277,2,244,0,70
2,0,5,0,0,51
1,37,2,135,1,235
30,1,1,0,1,50
84,6,28,356,0,37
19,76,3,74,1,129
2,16,2,0,0,40
1,1,30,343,1,5100
77,3,31,165,1,299
12,2,7,0,1,150
79,1,2,0,1,120
5,0,29,355,1,202
4,3,3,90,0,85
16,22,2,292,0,100
182,26,3,46,0,65
7,53,3,197,0,120
30,5,2,53,0,55
16,73,1,166,0,159
14,1,1,0,1,240
7,10,1,358,2,59
53,38,3,199,1,649
71,0,5,0,0,104
15,6,3,250,1,100
18,6,3,0,1,89
14,7,5,0,1,180
26,134,3,236,1,135
19,1,30,115,1,130
18,2,1,0,0,65
17,1,7,168,1,225
27,0,5,365,1,285
6,34,2,59,0,100
6,11,3,66,0,45
28,76,1,305,1,153
2,0,6,0,1,200
22,10,4,228,1,197
22,7,1,176,0,70
33,25,2,17,1,185
12,0,1,0,1,200
13,1,1,0,1,147
23,91,4,16,0,89
139,2,5,0,0,40
56,0,3,0,1,95
1,10,7,0,1,285
14,13,6,0,1,275
68,35,1,365,0,129
21,23,2,361,0,95
60,26,4,0,1,100
31,53,1,45,0,45
36,8,5,0,1,140
20,3,2,2,1,100
8,4,30,342,1,140
12,60,5,50,0,169
9,43,1,15,0,72
15,2,1,0,0,95
12,61,3,56,0,95
74,0,2,144,0,49
2,44,3,80,0,130
12,0,1,43,0,75
25,77,4,32,0,44
54,0,2,336,0,54
21,2,5,0,1,185
68,0,1,0,0,99
15,31,3,224,1,149
2,0,1,0,0,125
39,1,3,345,2,30
59,8,3,112,1,159
21,16,1,143,1,140
1,0,6,176,1,200
2,10,1,0,0,95
54,3,3,0,0,90
15,1,2,0,0,59
15,25,30,0,1,46
27,60,2,116,0,76
30,4,1,0,1,115
14,17,3,0,1,250
31,4,1,0,0,100
17,5,1,0,1,77
177,18,2,36,0,23
14,5,2,13,1,425
1,16,1,47,1,400
5,2,5,339,1,650
8,0,3,0,1,120
134,0,7,89,1,125
16,21,3,1,1,550
28,0,2,0,1,175
29,7,2,0,1,125
6,1,28,343,0,50
28,2,7,0,1,140
6,23,2,270,1,220
8,0,7,0,1,350
120,73,1,173,0,107
36,1,3,0,1,225
11,2,30,342,1,188
44,1,2,0,0,42
34,2,30,100,1,85
70,0,7,365,2,200
16,52,2,30,1,100
56,0,1,0,0,200
15,5,3,281,0,85
56,0,3,43,0,75
21,9,2,0,0,110
12,17,30,230,0,64
24,3,3,16,1,120
52,60,2,125,0,150
16,6,3,12,1,270
2,61,1,8,0,69
38,0,1,0,0,65
6,9,2,280,0,65
26,22,2,11,1,200
21,3,3,0,0,65
6,14,1,55,1,90
8,52,1,198,0,77
6,10,3,0,0,55
15,0,1,0,1,125
56,18,2,83,1,100
32,10,2,0,1,150
63,0,2,160,1,250
29,1,5,0,1,120
45,10,4,0,1,160
39,3,30,109,1,80
56,4,3,364,0,100
161,7,1,158,2,50
102,0,2,0,1,350
12,39,2,260,0,73
129,7,5,319,1,99
2,8,4,69,1,75
21,0,30,365,0,79
18,0,7,0,0,52
8,7,4,125,0,110
15,1,1,0,0,65
46,13,1,358,0,50
29,22,2,0,0,100
124,14,1,356,0,78
6,1,1,0,0,45
6,1,2,319,0,54
1,0,120,184,1,1100
49,3,1,0,0,40
15,2,4,14,0,60
31,8,5,162,0,55
12,16,2,0,1,125
7,38,3,9,1,195
37,45,2,45,0,60
25,0,3,36,1,125
6,31,4,0,2,45
4,0,7,151,0,65
46,2,1,79,0,60
7,131,7,111,1,140
5,1,30,310,1,220
9,59,2,68,0,75
29,42,1,163,0,70
99,0,7,0,1,75
46,0,1,253,0,180
43,1,1,179,2,150
12,0,3,89,0,165
15,70,3,208,1,120
21,4,1,160,0,50
6,1,3,0,0,50
6,92,4,260,1,132
30,3,1,0,0,50
2,67,1,78,0,79
25,3,6,0,0,60
1,0,1,0,1,167
43,1,2,353,1,228
12,4,3,0,0,110
67,0,1,0,0,50
12,1,6,0,1,250
2,15,1,329,0,80
52,17,2,364,1,1100
20,179,5,0,0,99
12,16,3,41,1,250
13,1,7,163,1,200
18,3,30,27,1,120
12,0,2,134,0,60
3,18,2,50,1,99
15,7,5,0,1,100
201,17,2,10,1,150
43,2,2,273,1,408
14,6,5,132,1,499
12,2,3,89,0,85
68,0,3,93,1,300
4,7,7,0,1,53
52,1,5,0,1,145
81,1,2,0,1,78
21,31,5,297,0,58
3,2,5,0,1,250
12,2,1,272,0,65
6,4,1,12,0,87
6,0,9,179,0,35
28,1,4,0,1,200
44,2,4,146,1,220
20,13,1,0,0,90
19,2,9,126,1,250
8,3,3,2,0,45
12,2,1,0,0,41
12,62,10,211,0,98
8,1,7,0,0,70
25,22,4,90,2,40
7,4,1,362,1,2000
56,217,2,214,1,119
103,17,1,0,0,49
2,17,7,17,0,52
19,6,6,0,1,230
37,154,1,243,0,50
37,0,4,63,0,49
52,14,11,238,1,334
48,1,6,52,1,495
22,48,1,21,1,90
24,3,2,0,1,129
64,69,2,237,1,2990
68,0,1,0,1,250
21,0,5,0,1,200
2,2,21,0,0,41
7,2,3,0,1,200
14,0,29,311,1,250
9,1,3,37,0,73
28,0,4,0,1,250
22,0,7,0,0,39
8,3,9,0,0,100
25,2,5,0,1,82
7,17,3,65,0,174
21,96,3,282,0,63
12,0,1,0,0,100
22,0,1,265,0,50
44,0,1,0,0,69
2,38,3,270,1,1000
24,1,2,364,0,35
134,1,1,179,0,40
12,28,3,0,0,96
20,5,2,82,0,110
60,2,1,161,0,77
8,1,15,365,1,200
50,3,2,0,0,90
30,89,1,228,0,77
20,1,1,0,0,45
15,3,7,161,0,100
41,97,4,152,1,72
70,53,2,2,1,65
45,1,2,0,1,105
2,0,30,6,0,40
2,29,1,103,1,119
25,34,1,182,1,190
12,0,4,0,0,60
183,3,2,364,1,150
21,4,1,0,0,30
6,6,2,84,0,75
8,43,1,197,0,145
12,1,3,0,0,85
19,25,3,89,0,120
4,49,1,110,0,80
24,31,2,297,0,44
19,27,3,19,1,150
111,8,1,6,0,45
8,2,30,200,1,120
8,43,1,24,1,180
24,2,2,0,0,120
25,0,7,0,1,199
12,5,2,327,1,264
21,0,30,341,0,72
7,5,30,341,1,70
25,4,1,0,0,49
25,0,5,0,1,125
1,0,1,0,0,150
6,3,30,364,0,50
19,9,2,23,1,189
24,4,3,326,1,167
15,0,5,359,0,175
84,67,2,295,0,99
73,98,3,79,1,146
43,1,1,0,0,180
21,0,1,16,0,45
6,2,3,0,0,45
7,1,10,179,2,96
27,2,5,0,0,10
21,13,2,365,2,42
54,0,2,0,0,150
64,11,30,40,1,150
37,256,1,124,1,72
21,42,91,218,0,50
11,27,3,344,1,850
2,2,6,31,1,80
29,0,1,0,1,67
26,1,2,0,1,220
7,3,2,0,1,130
1,0,1,0,1,100
83,1,2,0,0,59
12,1,30,286,1,120
19,80,6,0,0,99
6,92,2,54,1,120
28,45,1,7,0,75
20,35,1,306,0,75
129,69,3,283,0,43
43,7,2,337,1,229
43,15,1,143,1,309
98,3,2,8,0,50
27,59,5,169,1,595
49,1,3,0,1,75
21,93,1,17,0,70
54,38,1,311,1,55
2,0,15,0,1,140
6,226,1,274,1,120
14,0,7,0,1,85
83,120,1,340,2,35
2,6,3,0,0,40
80,16,1,0,0,60
2,0,4,3,1,85
19,4,2,0,1,250
56,9,1,35,0,69
12,13,2,188,1,151
177,0,6,179,0,50
12,23,1,77,0,400
4,125,3,1,0,55
56,8,3,274,1,239
2,2,4,119,0,105
5,0,5,0,0,40
8,0,1,284,0,220
12,95,1,7,1,40
84,9,1,170,0,57
49,2,5,0,1,150
8,3,2,0,0,130
21,4,4,364,0,75
15,0,1,0,0,65
146,7,1,0,1,150
19,214,1,242,1,142
30,0,6,0,0,40
6,4,2,103,1,75
12,10,3,4,0,84
68,7,3,217,0,80
20,5,30,295,1,149
7,0,6,87,1,250
56,10,3,0,1,96
28,2,1,0,1,150
12,1,5,0,1,269
45,1,7,0,1,110
19,2,1,188,0,74
106,14,1,352,1,750
77,5,3,177,1,235
39,41,40,246,0,42
9,30,3,87,1,300
1,214,1,170,1,135
16,23,2,342,0,120
28,45,2,26,0,80
30,1,7,0,1,95
64,3,3,312,1,400
43,8,2,289,1,396
23,2,3,0,1,175
27,132,1,365,0,125
70,37,5,263,1,70
12,8,2,0,2,26
19,0,20,0,0,75
19,0,30,0,1,89
23,11,5,0,1,149
8,20,12,193,1,129
6,77,1,347,1,310
6,0,2,350,0,250
21,13,3,51,0,40
213,1,2,342,1,450
19,7,2,312,1,170
25,0,14,0,0,100
12,4,3,0,1,210
4,1,1,0,1,140
7,0,30,87,1,1500
30,0,2,0,0,110
1,1,3,149,1,249
21,0,1,0,0,100
12,4,2,0,1,140
37,60,1,53,0,50
117,38,4,81,0,85
24,4,6,0,1,70
12,2,4,0,0,75
8,0,1,0,0,50
12,1,28,89,0,500
6,25,30,342,0,78
14,11,2,0,1,225
15,1,4,0,1,65
15,2,3,0,0,80
32,119,2,230,1,250
81,12,1,180,0,51
71,18,1,364,0,339
46,0,1,364,0,75
11,45,4,48,1,200
5,5,30,179,1,115
10,48,1,250,1,110
7,9,10,103,0,155
8,4,3,0,0,90
12,1,3,180,0,500
26,0,3,355,1,600
8,0,15,17,0,40
7,94,5,110,0,129
15,13,2,360,1,125
82,8,2,248,1,110
4,73,1,0,1,100
18,15,4,19,1,110
13,0,2,0,1,205
28,0,6,73,1,275
22,4,10,0,1,50
6,6,1,164,0,57
112,62,1,54,0,59
6,78,4,84,1,169
8,42,1,24,0,86
22,10,3,124,1,80
56,0,3,220,1,150
2,96,3,39,1,169
14,0,1,89,2,450
25,18,1,363,0,85
1,0,30,333,1,300
12,42,2,14,0,59
103,69,5,67,0,75
73,1,1,364,0,37
21,18,2,266,0,78
12,1,5,249,0,73
21,0,30,268,0,50
30,89,3,113,0,50
9,7,1,54,0,68
21,6,3,0,0,40
70,15,3,90,0,37
24,26,2,272,1,99
2,5,6,0,1,100
12,45,2,19,1,120
62,1,1,162,1,99
6,29,1,84,0,112
54,24,2,361,0,65
9,9,7,4,1,92
46,29,5,314,0,55
81,0,1,0,0,180
45,5,30,230,1,108
2,3,1,336,0,140
129,6,1,273,0,50
8,1,1,0,0,110
8,1,30,341,0,60
144,9,1,0,0,21
24,0,18,0,0,75
26,9,3,47,1,195
126,92,2,79,0,65
6,5,3,0,0,43
16,1,3,0,1,152
23,2,30,188,1,225
124,56,1,164,0,40
8,19,2,0,0,60
12,8,2,0,0,98
13,1,2,0,1,150
64,0,3,0,1,800
6,3,2,95,1,200
6,33,1,0,0,50
4,4,1,0,2,70
2,7,2,71,0,69
19,210,1,265,1,160
15,11,3,142,1,150
8,9,5,0,0,120
4,8,2,14,0,110
94,10,1,357,0,50
12,1,5,13,1,200
21,0,5,0,1,250
83,15,1,0,0,47
15,147,3,362,0,89
124,20,2,347,0,50
16,9,2,0,1,95
95,86,4,58,1,87
20,34,2,129,1,130
6,8,2,0,0,56
6,4,3,245,1,134
37,102,7,105,0,40
12,6,5,64,0,80
23,56,5,263,1,175
12,46,3,141,0,99
88,0,2,173,1,196
12,0,1,365,1,500
21,2,3,0,0,50
24,37,5,211,1,214
26,0,1,0,1,400
8,126,3,230,0,112
21,7,3,79,0,55
49,5,1,87,0,175
6,147,5,142,1,239
12,0,2,6,0,44
0,0,1,27,2,65
19,3,5,0,1,82
2,1,1,0,1,120
2,2,3,0,1,100
12,22,2,0,0,98
53,0,31,83,0,140
111,1,1,365,0,57
15,1,6,156,1,199
21,10,2,14,0,70
28,6,30,89,1,899
24,54,5,0,1,100
19,6,3,0,1,255
8,128,2,231,1,200
4,5,1,327,1,123
28,4,25,0,0,54
11,207,2,166,1,197
144,2,1,362,0,90
2,2,2,1,0,49
52,3,7,88,0,90
11,4,60,0,1,250
20,1,7,0,1,140
6,39,2,130,1,110
22,51,2,176,0,50
12,0,4,156,1,245
7,3,4,127,1,200
21,6,1,0,0,175
12,2,7,0,1,75
28,3,2,310,1,175
43,27,4,169,1,225
21,4,2,359,1,140
8,1,1,281,0,250
23,72,1,50,0,120
26,5,28,0,1,250
6,2,2,0,1,100
12,2,3,59,1,300
29,0,4,5,1,150
11,11,2,280,1,225
6,61,2,0,0,80
29,2,1,0,1,125
71,0,14,85,0,65
2,3,28,0,0,55
28,4,30,283,1,118
10,30,1,297,0,70
12,0,1,0,1,180
21,3,2,0,0,40
105,21,3,127,0,26
27,228,1,28,0,82
30,12,2,0,0,60
80,11,1,239,0,40
21,80,1,57,0,50
25,0,2,14,0,93
30,3,5,0,0,30
68,80,1,0,1,185
23,13,4,195,1,225
13,5,3,99,1,108
54,32,30,64,0,50
20,82,1,43,0,70
19,6,3,18,1,175
7,119,2,216,1,200
13,0,1,0,0,90
1,3,1,360,1,250
37,98,2,31,0,36
31,25,2,365,0,75
14,41,4,236,1,230
13,2,7,0,1,85
21,28,2,341,0,50
73,3,30,0,1,50
14,3,4,0,1,159
30,33,1,211,0,36
13,1,3,5,1,310
29,2,14,0,1,200
7,1,4,50,0,185
1,14,1,0,0,65
84,5,1,360,1,200
6,148,2,0,1,116
26,0,30,333,1,307
81,2,2,365,0,63
16,10,2,0,1,175
54,22,2,82,1,125
85,71,2,340,0,46
15,1,1,0,0,50
23,179,1,326,0,115
54,16,2,0,0,60
19,0,30,326,1,175
19,3,7,0,1,200
8,3,3,0,1,167
23,8,2,33,1,150
70,25,1,211,0,25
22,96,3,209,1,175
21,0,5,0,0,40
3,3,1,0,1,105
21,2,90,34,1,115
19,5,1,121,0,150
25,1,4,0,0,70
19,0,1,0,0,115
45,3,2,0,1,150
2,0,1,127,0,80
23,0,2,0,1,450
23,80,2,331,0,69
23,14,5,217,0,75
33,0,7,0,1,300
90,11,7,3,1,75
83,2,2,338,1,250
90,1,1,0,1,119
68,0,5,0,0,99
48,10,7,317,0,80
12,2,4,0,0,75
2,20,4,3,0,50
26,2,2,0,1,144
34,13,3,0,1,100
45,1,1,0,1,100
44,37,2,298,0,49
8,7,1,0,1,150
12,2,2,0,0,64
106,0,2,215,1,130
15,5,3,0,0,49
54,27,2,217,1,200
12,7,3,278,0,130
12,1,7,0,1,209
39,0,15,22,1,74
4,0,7,0,0,150
5,0,30,180,1,222
125,3,1,0,0,95
4,0,30,46,0,40
52,11,3,0,0,130
12,41,2,14,0,70
56,0,8,0,1,125
73,6,1,83,0,50
21,7,3,69,0,79
2,0,3,0,0,85
19,1,7,0,0,60
21,0,7,0,1,200
19,6,2,27,1,130
23,8,4,0,1,225
10,0,7,0,1,250
149,7,2,359,1,114
52,6,3,29,1,265
12,0,1,0,2,85
12,5,3,0,1,100
99,58,2,301,1,90
1,77,1,268,1,200
72,8,1,175,0,62
15,0,2,0,1,350
7,10,7,0,1,224
1,45,1,355,1,225
56,12,1,82,1,180
25,54,2,351,1,150
27,8,4,52,1,245
14,65,2,171,2,85
19,0,26,46,1,140
8,2,4,141,1,150
99,6,1,89,0,70
2,66,30,0,0,71
41,105,1,258,1,144
64,3,4,0,1,200
129,31,3,348,0,69
8,14,2,0,0,55
12,3,5,179,0,150
19,0,1,0,0,100
1,3,2,0,1,149
28,8,1,168,1,300
83,0,2,0,2,75
8,78,2,0,0,135
32,1,2,0,1,110
99,2,2,345,0,100
24,76,1,321,1,175
12,99,3,239,1,249
6,181,1,0,0,61
28,1,30,333,1,250
73,22,3,360,0,39
12,20,2,0,1,180
7,0,1,270,1,175
15,4,4,0,0,45
10,7,5,0,0,40
52,15,2,0,1,198
41,0,7,0,1,77
59,2,3,363,0,60
8,2,13,0,1,199
12,44,2,7,1,135
24,3,3,21,0,60
12,19,3,0,0,100
171,2,2,313,1,195
19,41,6,36,1,199
2,36,2,0,0,67
45,1,15,34,1,250
20,0,2,0,0,100
79,28,7,333,0,55
21,1,3,0,0,50
5,6,30,154,1,345
12,148,1,303,0,89
94,14,1,0,0,45
30,0,1,0,2,75
71,5,30,303,1,180
25,87,2,17,1,151
5,3,30,342,1,175
12,32,3,10,1,165
12,1,5,35,0,65
69,0,1,179,0,33
25,1,1,334,1,180
1,0,180,363,1,500
21,24,4,317,0,65
8,16,2,1,1,120
177,1,2,90,0,70
2,67,1,216,2,50
7,1,7,360,0,55
6,42,1,67,0,65
19,49,4,43,0,100
102,0,1,0,1,150
81,61,1,57,0,55
56,3,5,69,0,70
15,2,2,0,0,40
79,47,5,76,1,150
25,4,4,0,0,30
100,13,3,0,1,80
18,4,3,31,0,50
8,0,1,0,1,200
147,5,4,365,0,50
21,16,2,0,0,45
20,16,3,0,1,190
33,0,7,0,1,100
1,9,4,358,1,319
8,9,3,0,1,190
