neighbourhood_n,number_of_reviews,minimum_nights,availability_365,room_type_n,Survived
30,13,3,137,0,75
26,3,2,0,1,200
12,0,7,345,1,200
27,5,2,30,1,225
14,1,4,0,1,143
20,69,1,49,0,75
2,36,1,23,2,50
14,0,1,0,1,800
79,8,2,19,1,130
12,1,7,0,0,70
61,30,1,158,1,125
15,15,2,0,1,130
4,0,30,262,0,100
3,41,2,60,1,150
8,4,2,0,1,140
21,26,2,349,0,65
2,34,2,0,1,140
165,43,3,317,1,131
19,0,4,0,0,90
19,133,1,41,0,90
28,1,3,15,1,135
117,1,7,0,1,85
124,15,3,0,1,100
22,2,3,311,1,99
1,0,30,365,1,190
26,1,2,3,1,175
1,1,30,352,1,239
77,20,2,17,1,259
71,0,4,0,1,190
1,0,30,365,1,200
8,10,1,0,0,80
1,118,2,226,1,130
12,73,1,0,1,85
60,19,3,42,0,145
26,93,2,66,1,275
2,48,1,4,0,65
30,24,2,321,0,75
28,8,2,0,1,110
24,2,4,0,1,75
6,0,1,0,0,85
11,11,4,0,1,169
12,0,3,0,0,100
82,119,1,85,1,120
3,15,3,41,1,130
13,2,28,77,0,57
18,3,30,0,0,50
8,90,5,16,0,140
19,1,1,1,0,97
70,38,2,159,0,45
8,4,1,0,0,48
26,1,5,0,1,220
5,12,30,58,1,168
113,41,7,0,1,170
12,3,1,0,0,75
8,29,3,0,1,349
44,0,2,0,0,70
21,0,3,17,1,150
6,2,15,189,0,48
1,25,1,0,0,145
129,57,4,113,1,106
43,7,2,347,1,231
2,3,2,0,1,80
28,2,30,311,1,80
28,0,1,0,1,350
30,112,5,1,0,79
36,0,30,54,1,210
12,5,2,0,0,62
84,10,1,365,0,38
4,13,3,74,1,250
19,18,5,0,1,135
21,4,1,160,0,59
12,8,1,0,0,55
21,7,8,8,0,60
19,0,1,0,1,99
71,20,1,362,0,299
19,4,1,0,0,100
49,26,2,112,0,60
27,1,2,0,1,195
128,11,2,188,0,38
24,2,5,8,1,79
24,46,3,311,0,75
21,17,1,205,0,60
60,48,4,96,0,80
8,34,1,7,1,375
21,8,1,0,0,25
83,10,2,346,1,170
14,0,30,57,1,195
32,0,1,24,1,125
6,0,7,56,1,160
12,5,6,358,0,51
11,2,3,10,1,260
8,17,4,0,1,85
2,1,7,33,1,100
6,173,3,277,1,135
2,4,3,0,0,40
28,32,2,75,0,149
1,5,3,0,1,269
121,2,2,45,1,150
6,2,1,161,0,70
8,4,30,0,1,240
4,55,2,185,1,179
171,113,3,290,0,59
14,0,30,320,1,291
19,0,12,0,1,140
39,8,3,0,0,60
21,0,15,354,0,39
14,11,30,275,1,350
2,4,1,0,1,125
11,7,1,0,1,350
6,108,3,158,0,78
7,0,2,0,1,275
8,7,1,178,0,82
103,22,1,349,0,65
70,0,3,363,0,68
21,61,4,126,1,137
2,29,2,0,0,120
14,0,60,0,1,160
1,1,12,110,1,333
2,0,1,0,0,200
15,0,1,0,0,50
12,1,3,0,1,270
155,1,7,14,1,75
43,5,2,0,0,210
25,6,14,61,0,55
14,5,180,180,1,375
38,0,2,23,1,200
21,0,4,0,0,50
6,252,2,35,1,135
19,6,3,0,0,100
1,0,30,325,1,338
87,15,1,0,0,50
14,3,3,0,1,349
18,1,30,8,1,106
15,1,5,0,1,70
68,6,5,182,1,399
6,0,7,5,1,149
2,12,2,0,0,90
19,1,3,0,1,199
11,2,3,34,0,150
21,0,5,250,0,75
8,7,2,0,1,125
11,52,4,84,1,239
24,12,1,58,0,55
84,0,3,317,0,51
7,1,30,365,1,239
6,45,2,270,1,161
4,5,7,0,1,125
52,1,5,0,1,118
2,8,3,0,0,50
23,1,1,217,1,299
7,1,2,316,0,134
6,1,2,341,1,159
38,4,2,311,1,300
7,0,4,0,0,87
19,1,1,0,1,300
56,6,3,156,0,60
21,0,7,332,0,60
12,146,2,46,0,85
7,4,2,0,1,499
79,34,3,156,1,109
19,25,2,0,1,135
2,33,3,39,0,80
70,5,7,116,0,35
28,17,14,95,1,168
2,0,30,0,1,120
28,0,30,66,1,150
54,12,3,167,1,75
39,2,4,298,1,149
6,25,1,0,0,55
28,1,2,83,1,175
15,9,3,0,1,50
81,0,1,239,0,50
13,0,30,219,0,48
2,6,3,25,1,150
126,0,1,47,2,55
56,13,3,76,1,250
124,24,1,162,1,300
7,44,2,133,0,175
8,21,2,177,1,305
15,37,4,281,0,45
14,1,30,89,1,216
7,6,45,365,1,160
15,0,1,0,0,50
19,1,5,163,1,325
12,57,3,344,1,248
11,79,4,307,0,156
37,1,2,0,0,100
126,1,30,235,0,36
18,0,30,1,0,29
26,37,2,33,0,133
28,1,60,0,1,119
12,28,2,365,0,86
28,10,1,0,0,100
19,4,10,16,1,300
28,0,2,341,0,700
99,185,1,104,1,89
23,8,7,290,1,150
56,116,3,355,1,170
12,8,5,0,0,70
12,0,3,249,1,250
19,6,4,0,1,150
15,26,30,264,1,125
79,1,1,0,0,55
20,4,3,157,1,170
34,114,31,110,1,109
23,0,15,184,0,91
30,10,2,152,0,70
21,0,1,331,1,135
100,37,2,67,0,70
103,0,1,36,0,65
59,4,1,84,1,95
43,0,1,357,2,65
28,6,2,0,1,150
71,0,1,335,0,100
6,2,1,0,0,38
15,4,6,0,0,40
15,2,5,308,0,70
93,25,1,73,0,50
43,6,2,332,0,258
7,0,7,308,1,200
34,0,1,20,0,55
21,0,1,0,1,150
20,27,1,0,1,75
15,15,21,331,0,49
52,8,2,310,1,250
7,0,5,142,1,128
86,8,1,362,0,65
24,0,1,0,1,75
53,26,28,147,0,70
121,9,1,301,0,43
12,3,1,0,0,65
6,1,2,342,1,125
22,1,1,365,1,1000
2,6,1,180,0,82
103,55,1,332,0,50
6,3,2,82,0,80
12,22,5,359,0,70
0,0,4,5,1,90
4,33,5,35,1,180
21,0,3,0,0,50
8,10,4,68,1,200
17,43,4,275,1,170
6,47,30,105,1,103
27,18,1,91,0,105
56,22,2,123,0,250
6,3,3,189,1,149
56,32,3,53,1,190
54,32,2,362,0,50
28,24,2,0,1,180
1,6,3,170,0,250
6,0,2,83,0,175
30,1,30,249,0,65
27,0,21,0,0,80
32,0,14,17,1,115
22,1,6,0,1,95
17,3,2,0,0,90
64,3,6,0,0,80
13,1,3,0,1,1200
7,112,1,76,0,120
171,15,1,336,1,125
30,0,1,0,0,38
15,1,7,35,1,175
43,1,1,0,0,80
21,6,3,0,0,90
144,1,3,179,0,40
60,53,1,2,0,55
25,0,2,0,0,60
14,119,3,58,1,150
22,42,2,87,1,75
87,0,1,123,0,80
2,9,1,90,0,100
7,4,3,0,0,100
19,163,3,294,0,84
21,4,2,61,0,60
177,0,1,365,0,80
21,0,7,16,0,42
44,275,1,329,0,60
21,0,10,0,0,55
19,0,1,317,0,260
37,0,1,329,0,55
94,2,1,90,0,93
15,19,3,0,1,155
12,3,30,19,0,67
2,27,1,340,0,73
7,6,30,365,1,199
21,15,2,0,0,55
2,0,1,0,1,85
12,15,2,0,0,70
21,0,1,0,0,50
126,0,30,251,0,49
12,1,6,0,0,70
29,3,6,0,1,115
56,1,1,0,1,150
6,0,1,365,0,150
7,1,30,185,1,479
15,0,2,12,1,100
21,3,15,7,1,50
28,23,1,0,0,80
64,26,5,0,1,149
7,0,1,0,1,160
4,1,2,1,1,125
209,2,1,178,1,670
19,0,30,310,0,69
81,54,1,0,0,55
31,21,2,16,0,35
97,0,3,0,0,245
3,115,4,26,0,119
8,1,5,4,1,200
15,14,3,0,1,90
44,0,35,365,0,47
6,1,1,0,0,70
24,5,3,0,0,40
56,4,4,0,1,300
43,2,2,299,1,245
56,94,2,35,0,75
113,0,30,17,0,65
22,3,7,0,1,175
23,0,1,0,1,225
29,206,2,3,0,85
37,31,1,337,0,85
29,21,2,13,1,120
172,21,1,261,0,22
21,43,1,25,0,49
6,34,2,9,0,42
81,2,30,247,0,38
12,8,2,2,1,200
1,2,3,235,1,737
25,7,2,40,1,300
22,0,1,0,0,50
6,147,3,88,1,110
141,1,2,0,0,87
6,2,3,364,0,150
12,0,3,0,0,75
88,11,1,35,0,59
116,8,1,362,2,43
12,59,3,282,0,130
81,47,2,315,1,125
12,24,2,296,1,150
21,33,3,0,0,35
6,0,2,0,1,116
12,2,2,5,0,78
7,1,15,52,1,250
13,25,3,0,1,120
6,1,1,0,0,63
4,0,4,0,0,65
21,0,1,349,1,148
22,0,1,0,1,85
21,82,3,255,1,225
15,0,7,0,0,39
12,0,1,0,0,55
54,10,3,311,0,46
21,30,2,303,0,47
2,2,2,180,0,160
27,0,30,342,1,822
64,5,7,0,1,215
16,0,1,89,0,250
7,114,1,125,1,295
56,1,3,13,1,125
88,6,3,0,1,80
19,12,3,58,1,330
100,11,2,167,1,100
79,14,1,127,0,39
4,56,2,14,0,99
28,13,7,34,1,145
21,1,7,0,0,50
6,327,1,41,0,69
93,37,1,89,0,43
2,14,4,0,0,39
6,5,2,0,1,70
28,5,60,155,1,150
6,8,5,281,0,68
28,8,4,0,1,110
15,4,1,0,0,60
15,6,3,100,1,350
73,50,1,83,0,32
12,2,1,0,0,100
8,105,3,302,2,68
8,1,2,0,0,86
7,0,1,0,1,225
24,82,3,284,1,107
6,4,3,97,1,550
14,6,30,289,1,155
32,2,2,0,1,200
102,319,2,112,1,328
28,56,5,145,0,195
19,5,5,0,1,90
10,118,3,266,1,120
44,38,1,77,1,215
67,3,2,97,1,99
28,29,6,128,1,100
6,1,3,66,1,600
8,1,30,250,1,330
12,0,9,0,0,50
90,23,14,33,1,130
6,68,4,0,1,95
3,0,31,54,0,40
32,94,5,26,1,195
14,124,1,86,1,60
70,55,5,139,1,80
3,10,3,150,0,59
20,2,3,0,0,60
11,4,2,51,1,275
173,19,3,8,0,50
152,17,1,160,1,175
28,3,3,0,1,118
8,1,4,0,1,150
6,2,4,330,0,54
11,5,4,289,1,375
21,0,3,0,1,110
21,28,2,204,0,65
46,4,2,0,1,55
21,2,3,23,1,160
12,187,1,39,1,99
81,20,3,101,1,95
4,60,4,332,1,220
12,7,1,0,0,100
117,15,5,105,1,85
43,131,3,12,0,113
12,50,2,246,0,89
23,2,28,0,0,62
79,6,2,224,0,39
49,0,85,228,0,35
63,9,2,0,1,175
10,39,3,226,1,190
12,14,30,330,1,165
4,11,1,0,1,100
11,1,30,234,1,269
4,1,1,0,0,65
12,20,3,98,0,110
100,10,2,354,0,49
1,0,30,332,1,230
28,0,1,0,1,100
39,1,1,0,2,50
8,0,30,233,1,300
17,206,2,86,0,60
6,0,30,54,0,28
14,2,2,0,0,109
37,3,30,281,1,90
52,77,1,50,1,159
6,13,3,359,2,39
27,1,1,308,1,275
2,1,4,0,0,123
72,2,1,364,0,65
151,49,2,360,1,200
5,0,30,365,1,135
8,5,30,200,1,135
1,3,30,342,1,133
43,9,2,323,1,230
95,3,7,69,1,125
21,324,2,267,0,62
2,1,2,214,1,220
5,0,30,365,1,111
13,2,6,0,1,142
7,15,6,364,1,450
116,8,7,320,0,65
19,0,1,0,0,1700
54,51,3,327,1,115
31,2,3,180,1,120
6,5,21,0,0,31
2,2,5,314,0,58
17,24,2,0,1,125
20,3,2,0,1,160
12,9,12,11,0,66
1,0,1,365,1,590
81,108,1,174,0,52
44,13,3,64,0,79
6,2,2,0,0,60
8,0,5,0,1,90
19,5,60,0,1,120
28,52,3,35,1,126
6,6,3,14,1,130
100,26,1,360,1,125
20,0,6,0,0,55
24,5,1,97,0,89
71,0,5,117,1,249
1,7,5,0,1,210
28,4,3,0,1,110
8,1,4,0,0,64
45,0,2,0,0,70
7,24,3,251,1,383
43,2,2,332,1,234
76,7,2,0,0,80
2,0,3,0,1,150
56,2,1,341,0,50
6,3,1,0,1,130
80,132,2,52,0,56
2,23,2,0,1,100
2,15,2,9,1,150
28,0,29,335,1,184
79,1,5,0,1,150
198,8,2,81,1,110
61,0,30,365,1,125
19,1,1,0,0,85
94,4,1,208,1,105
52,18,3,307,1,245
12,0,5,35,1,128
43,0,3,0,1,315
12,2,3,0,0,35
23,130,1,328,1,180
4,3,1,0,1,109
79,46,20,20,0,50
19,0,120,173,0,75
8,1,3,0,1,80
6,0,2,22,1,200
9,2,7,0,1,300
20,0,5,0,1,175
124,0,7,362,2,60
26,276,30,338,1,225
45,0,7,0,0,50
2,5,3,224,0,135
56,1,2,0,0,70
1,7,4,32,1,200
6,49,45,0,0,60
2,25,5,177,1,170
16,1,1,8,1,150
20,1,2,7,1,240
12,302,2,246,1,312
27,0,1,276,0,100
2,2,10,95,1,100
87,0,10,0,1,65
15,11,3,0,1,160
45,2,7,0,1,145
11,1,1,310,0,999
23,212,1,41,0,70
28,14,30,265,1,159
127,6,3,49,0,39
94,0,2,90,0,200
12,87,3,302,1,160
162,6,2,365,2,30
20,2,3,0,0,50
24,0,7,53,0,40
38,34,5,333,1,400
12,0,4,0,0,50
56,13,2,0,1,140
8,1,14,15,0,50
7,2,30,365,1,199
28,83,4,104,1,190
41,29,2,57,0,68
52,0,3,0,1,225
23,3,32,243,1,100
25,1,3,164,1,250
2,3,1,0,1,99
8,8,2,337,1,200
28,0,1,0,0,100
81,19,1,271,2,15
30,5,1,0,0,75
54,10,3,341,0,80
4,2,2,168,0,90
2,19,1,358,0,75
7,7,2,129,1,295
12,16,40,324,0,50
103,4,1,80,1,128
3,126,3,120,0,60
8,2,30,201,1,99
19,0,1,0,0,190
45,0,4,0,0,65
6,351,1,0,0,53
21,19,3,231,1,149
7,59,1,314,2,70
6,0,1,0,1,60
2,1,4,0,1,135
19,57,7,32,1,165
12,46,1,59,0,85
52,2,2,0,1,200
54,14,1,364,0,89
44,5,31,365,2,26
53,3,3,10,0,120
26,7,2,0,1,195
5,0,60,188,1,262
23,1,2,97,1,585
1,27,2,246,1,198
23,0,2,296,0,125
44,62,3,291,0,71
17,56,3,121,1,180
15,0,4,0,0,44
5,6,7,43,1,150
44,0,20,161,1,110
21,3,2,0,1,143
7,37,2,188,2,299
4,297,1,127,0,95
7,17,1,334,0,199
13,49,1,40,1,95
12,22,3,0,1,170
73,72,4,360,1,85
6,37,1,0,0,68
30,4,3,0,0,47
23,6,1,0,1,118
56,40,2,67,0,60
12,0,2,14,1,200
45,17,2,0,0,100
7,19,1,156,0,107
25,185,2,140,0,95
16,0,30,361,0,54
14,1,4,0,1,125
6,66,2,55,1,150
23,25,15,35,0,90
3,0,1,0,0,43
6,24,1,80,0,65
6,67,2,329,1,149
8,0,1,0,1,125
20,154,1,44,0,56
43,8,2,163,1,245
12,1,2,0,1,150
21,42,5,1,1,125
30,71,3,60,0,85
1,87,1,40,1,409
2,8,5,188,0,50
71,0,30,318,1,303
26,0,2,348,2,39
7,8,7,355,0,62
102,0,30,331,1,172
54,35,3,291,1,103
56,185,1,211,1,99
54,112,1,244,1,45
25,0,1,0,0,70
3,18,6,203,1,70
8,49,1,1,0,79
70,0,3,23,0,50
39,2,4,0,1,85
12,0,3,0,0,93
12,124,1,292,0,120
56,1,1,0,0,120
37,25,1,77,0,59
2,3,2,0,0,80
51,1,2,0,0,60
7,0,30,365,1,534
6,1,7,0,0,41
15,37,4,84,0,45
10,88,4,20,1,210
12,4,27,154,0,65
12,10,2,0,0,70
28,5,31,326,1,300
19,36,10,0,0,150
98,1,1,90,0,60
61,172,2,345,1,84
23,52,1,162,1,185
12,2,2,0,1,250
36,1,2,1,1,200
11,0,30,285,1,341
21,5,2,0,0,62
37,0,7,89,0,50
19,7,30,238,0,95
26,12,3,277,1,276
12,60,3,197,1,140
0,0,2,0,1,150
23,24,2,7,0,75
7,149,3,201,1,499
12,1,3,257,1,245
18,5,5,90,0,70
67,1,1,363,2,100
49,164,1,308,0,50
87,10,2,319,0,54
28,1,4,0,1,115
44,0,7,0,0,35
8,1,1,0,0,75
44,0,20,28,1,55
1,3,3,153,1,737
23,23,3,28,0,80
2,3,2,0,0,40
124,1,1,0,0,150
12,2,7,0,1,275
23,12,28,38,1,124
11,78,2,0,0,120
12,19,1,0,0,80
8,23,3,283,1,225
8,1,5,0,1,170
27,4,2,0,1,295
77,12,4,124,1,700
3,26,3,362,0,79
12,72,2,331,1,451
22,25,2,68,0,80
64,9,5,0,1,225
47,6,4,314,1,115
3,97,2,104,1,124
7,0,3,259,1,250
198,11,1,280,1,275
2,36,1,301,1,250
19,111,2,28,1,249
100,158,3,317,1,175
19,185,3,326,1,175
202,21,2,89,0,65
20,43,3,60,1,199
21,1,1,0,0,35
11,0,30,327,1,450
2,36,2,0,1,150
22,150,2,222,1,70
21,54,2,308,1,180
1,3,4,0,1,125
21,3,4,0,0,49
1,3,4,0,1,200
12,26,7,0,0,50
6,54,3,316,0,70
71,0,30,332,1,316
23,8,30,197,1,99
33,90,1,164,1,170
26,0,1,337,1,350
13,0,30,334,0,48
4,14,2,36,1,100
30,1,9,0,0,45
12,45,30,310,1,200
16,1,5,189,0,75
12,3,20,275,0,70
19,1,3,0,1,110
4,23,2,10,2,49
56,7,30,134,1,58
2,63,1,293,0,125
63,0,1,0,0,75
21,0,1,0,0,50
79,25,3,108,0,50
13,7,1,364,0,77
46,68,1,349,0,70
12,0,182,157,0,66
12,0,30,0,0,45
6,0,2,0,1,110
15,1,3,0,1,125
7,0,30,364,1,195
4,13,5,8,1,99
56,45,4,93,0,95
23,0,5,0,0,69
4,0,1,84,0,169
28,1,1,0,1,149
24,87,3,73,1,150
6,3,3,89,0,40
89,50,1,352,0,59
2,35,7,312,0,90
23,0,1,365,0,128
12,7,20,327,1,100
31,0,30,252,0,59
28,5,4,128,1,79
30,6,1,0,0,45
12,2,2,77,1,300
6,5,9,55,1,100
13,0,30,341,0,48
54,1,2,158,0,80
6,6,30,221,1,172
46,1,1,180,0,135
13,14,3,35,0,75
9,73,1,183,1,80
28,19,1,0,0,100
11,13,1,61,1,299
28,5,7,14,1,130
76,0,7,232,1,120
71,177,3,216,1,185
12,157,1,155,1,259
6,146,1,21,1,109
39,143,1,323,0,50
6,0,3,0,2,68
79,10,1,121,0,73
19,5,1,20,1,180
19,0,30,179,1,425
181,2,2,160,1,75
24,60,2,88,0,55
8,1,1,1,0,100
25,3,3,334,1,400
144,5,1,364,0,70
166,7,1,310,0,37
68,0,4,0,1,310
6,16,3,4,1,125
21,178,2,297,1,220
3,14,3,84,1,150
124,0,1,308,0,50
8,1,30,365,0,60
162,26,1,115,0,75
8,6,2,0,1,380
12,43,3,335,1,280
28,8,3,0,1,135
23,100,3,191,1,200
12,0,4,0,0,79
6,3,2,0,0,64
12,2,3,0,0,65
28,0,2,89,0,100
6,89,1,0,1,95
6,2,9,0,0,58
23,53,1,0,1,140
44,0,1,76,0,180
34,3,3,0,0,50
45,2,4,0,1,150
117,8,1,21,2,32
19,1,2,0,1,300
12,1,7,281,0,66
56,6,2,16,0,120
12,23,4,25,1,179
3,2,2,0,1,145
147,28,7,19,1,95
12,0,7,0,1,108
121,1,5,0,1,195
120,227,1,16,1,95
68,0,2,66,1,690
3,32,4,347,0,50
6,1,30,140,0,43
70,145,2,356,1,99
71,0,1,300,0,100
21,11,3,0,0,65
15,2,2,0,0,35
71,0,29,340,1,157
28,8,30,0,1,125
71,6,30,168,1,160
7,28,1,0,0,180
12,57,3,182,1,358
28,2,1,311,0,120
2,15,2,22,1,181
2,3,3,78,1,95
30,0,1,0,0,120
30,0,3,18,0,95
7,48,4,61,1,180
8,4,4,301,1,699
20,4,30,34,1,70
12,3,1,269,0,120
7,0,5,0,0,90
8,5,5,7,1,550
20,3,5,0,0,65
28,17,3,212,1,239
21,72,1,0,0,115
43,2,3,339,1,189
19,0,30,56,1,165
2,1,7,0,0,59
6,0,4,9,0,50
15,1,5,69,0,35
23,26,1,317,1,200
0,15,2,66,1,100
56,0,4,2,1,69
20,3,3,0,1,66
0,0,500,358,0,45
43,123,2,235,1,235
15,0,7,146,1,100
7,72,3,86,0,45
12,1,1,0,0,70
12,1,14,0,1,160
100,1,2,0,0,58
58,38,2,365,1,105
3,13,30,332,0,97
2,0,1,89,0,35
12,12,4,6,1,325
7,0,15,0,0,189
71,0,30,356,1,560
32,5,5,9,1,208
12,4,2,0,0,80
8,20,3,63,1,249
7,10,1,270,0,110
46,173,1,365,0,50
25,0,5,0,0,57
37,0,7,0,1,65
4,25,6,161,1,110
21,7,1,61,0,65
16,0,7,0,0,85
12,135,2,30,0,55
28,8,30,333,1,155
19,25,30,0,1,250
28,0,30,0,1,130
28,1,22,0,0,52
71,0,5,0,1,800
1,2,3,0,0,115
2,7,1,0,1,125
20,21,5,0,1,175
81,4,7,0,1,115
111,1,3,177,2,50
19,6,2,87,1,225
2,1,30,1,0,63
8,3,14,0,1,150
6,28,5,32,1,85
7,41,3,0,1,135
6,1,1,0,0,50
2,3,30,200,1,130
12,0,10,0,0,50
84,0,1,9,1,150
46,0,1,177,1,60
97,8,4,0,1,190
38,18,4,0,1,230
45,2,1,0,0,120
37,1,2,153,0,40
70,1,2,354,0,150
19,1,30,364,0,82
45,131,1,165,0,89
4,3,3,0,1,161
70,0,4,270,2,100
7,17,3,0,0,105
7,6,7,0,1,98
6,0,30,141,1,500
14,0,1,0,1,240
28,0,7,15,1,299
43,0,3,0,1,150
8,0,1,0,2,80
23,13,2,239,1,255
142,42,4,77,0,70
6,14,2,50,1,96
6,121,2,287,1,150
20,40,5,0,1,120
37,12,3,178,1,135
22,1,5,0,1,85
28,22,30,323,2,45
6,2,2,33,0,75
44,98,2,326,0,52
3,8,2,0,1,175
16,22,3,6,0,60
6,28,1,365,1,500
7,4,30,268,1,130
23,92,4,67,1,225
6,10,2,42,1,155
59,0,2,364,0,65
19,3,1,0,0,70
15,47,1,151,0,125
56,71,1,0,0,47
4,98,1,350,0,50
11,8,30,156,1,160
12,2,1,0,1,124
19,0,3,17,1,180
38,1,3,0,1,125
5,5,30,147,1,175
8,76,1,16,0,76
45,2,5,0,1,200
43,1,1,181,1,75
43,2,4,90,0,150
28,187,1,221,1,160
191,20,4,363,1,100
6,20,2,357,1,175
49,0,1,0,0,60
12,19,2,11,1,120
33,1,1,34,1,125
15,2,4,8,1,200
27,4,2,0,1,300
7,1,1,345,0,166
20,0,1,248,1,399
2,40,2,177,0,80
21,24,1,20,0,40
76,1,2,364,0,79
7,5,7,0,1,165
19,64,5,316,0,95
25,0,4,0,1,90
30,0,1,0,0,90
19,1,5,0,0,129
1,13,1,268,0,100
9,0,1,0,0,100
8,56,2,226,1,200
6,5,4,365,1,225
4,49,7,64,1,165
19,36,3,109,0,149
28,1,30,205,1,142
12,33,4,0,0,70
8,75,3,110,1,145
6,255,2,0,0,72
93,26,2,305,0,85
39,7,30,338,1,150
23,0,1,0,0,118
2,28,5,290,1,825
64,5,2,0,1,125
44,0,3,169,1,149
19,0,1,25,1,195
14,47,2,0,1,325
5,0,1,201,1,159
15,78,2,325,1,275
26,54,30,227,1,412
20,7,3,285,0,46
21,9,3,34,1,127
4,3,1,0,0,45
2,2,1,89,0,295
7,1,30,50,1,115
46,5,1,54,0,80
15,0,7,0,1,90
28,4,30,311,1,200
54,5,7,206,0,80
3,1,3,255,1,150
19,37,31,0,1,140
17,55,3,37,1,165
34,56,1,281,0,55
2,3,5,0,1,150
15,2,5,0,0,44
19,142,3,166,1,146
32,1,2,0,1,180
23,8,1,0,1,150
112,4,1,345,0,49
16,8,2,0,1,125
7,0,1,0,1,115
22,2,2,287,0,65
28,0,4,0,1,375
13,0,1,49,1,107
9,0,1,365,1,1500
4,62,2,9,0,65
19,34,1,0,0,96
76,69,3,99,1,113
43,42,1,290,0,225
56,1,1,60,1,170
52,30,3,20,0,150
40,23,3,0,0,100
52,9,3,19,1,299
2,11,3,14,0,75
12,37,5,86,1,150
56,23,3,244,0,80
20,19,4,0,1,120
12,50,3,28,0,79
79,0,7,0,0,32
55,147,2,0,0,37
125,1,1,342,0,100
20,2,5,0,1,167
7,10,1,175,0,179
21,5,3,0,0,65
28,0,7,235,1,200
22,0,1,365,0,150
7,196,1,71,0,112
8,17,1,0,1,200
2,6,3,8,1,100
14,206,1,15,0,70
14,27,1,189,1,230
19,9,1,319,1,399
48,5,6,63,1,525
14,0,30,363,1,109
19,1,2,280,1,110
81,100,2,296,0,51
2,58,1,96,1,139
84,64,1,0,2,25
13,19,4,15,1,285
2,37,8,299,0,53
19,7,3,0,0,110
12,0,3,0,1,92
14,113,1,360,0,85
56,21,30,200,1,107
7,1,4,0,0,125
12,2,1,0,0,60
56,33,3,282,0,50
12,108,3,144,1,235
6,85,1,0,0,60
25,0,2,4,0,80
18,21,2,141,0,125
172,4,2,355,0,55
7,4,7,216,1,200
23,92,2,120,1,185
43,5,2,284,1,241
12,10,30,97,1,80
21,0,2,342,1,250
28,0,3,30,0,69
29,6,30,55,1,125
8,401,1,178,1,195
8,0,1,0,0,88
51,37,25,149,0,45
4,8,5,19,1,200
141,13,1,0,1,200
21,0,2,89,0,100
12,122,3,128,1,175
6,2,5,0,1,109
23,20,1,325,1,432
54,12,2,352,1,300
14,0,1,0,1,500
13,15,2,66,1,240
27,10,1,364,0,250
129,34,5,212,0,45
6,32,20,149,1,120
21,0,2,0,0,50
6,179,2,285,1,129
25,49,2,0,0,80
2,14,1,0,0,45
15,28,3,93,0,50
21,113,2,261,1,11
23,3,30,310,1,150
10,40,1,0,1,300
21,0,1,0,0,40
77,8,3,0,1,250
31,3,1,89,0,80
45,1,1,365,0,100
5,13,1,2,0,89
20,1,2,67,0,95
26,2,3,0,1,150
5,0,5,51,1,215
144,0,1,365,2,130
147,2,1,53,0,59
1,0,3,0,0,499
14,0,1,351,0,149
12,2,1,88,1,155
4,0,90,140,1,160
19,24,3,16,1,250
37,45,2,365,0,120
2,192,1,245,0,64
36,11,30,324,1,117
8,5,21,0,1,175
28,2,4,191,1,350
25,27,2,0,1,125
1,1,30,322,1,238
26,13,30,274,1,250
12,9,2,0,0,65
32,8,3,44,1,600
81,3,1,35,0,49
112,1,3,112,1,175
7,15,30,336,1,185
7,176,1,248,0,155
6,0,1,0,2,725
56,2,1,0,0,60
16,0,1,0,1,300
173,3,2,120,1,99
87,13,1,0,2,23
11,54,5,242,1,200
2,11,1,332,0,75
16,45,2,302,1,199
7,0,6,83,1,575
7,244,2,52,0,100
21,21,3,30,1,89
27,95,4,257,1,265
54,4,2,106,1,150
26,11,1,147,0,130
5,8,1,140,1,239
8,51,1,39,0,90
2,125,28,29,1,117
37,0,1,0,0,44
14,0,25,0,0,138
102,4,13,0,1,140
2,18,4,280,0,69
34,22,2,156,0,65
12,9,1,0,1,160
30,17,1,30,0,55
20,2,2,0,1,110
10,68,1,5,1,100
12,0,28,0,0,48
21,11,2,89,0,90
4,0,1,0,1,185
2,22,3,0,1,165
8,0,30,338,1,290
15,24,12,64,0,90
23,8,3,163,1,150
6,1,1,0,0,50
27,1,3,0,1,250
43,2,12,14,1,170
6,39,2,26,1,95
12,1,10,0,1,330
90,48,1,330,1,150
2,17,3,228,0,56
11,25,1,158,1,190
19,2,7,45,0,150
38,4,14,205,1,425
70,6,1,180,0,119
12,52,1,297,0,80
2,1,2,365,0,69
0,7,1,0,0,56
2,17,10,95,1,80
28,1,2,0,2,89
59,8,1,0,0,70
23,0,15,185,0,73
51,2,3,0,0,150
44,0,1,0,0,45
2,29,5,186,0,65
4,20,1,0,0,90
7,107,1,200,1,200
64,43,2,0,1,99
39,3,3,112,0,50
4,85,1,304,1,110
14,76,2,4,1,109
158,9,1,175,1,75
3,2,3,0,0,65
20,4,1,0,1,150
12,3,7,230,1,120
10,8,2,0,1,145
7,1,1,9,1,135
12,6,4,10,1,160
4,123,1,84,1,125
28,54,2,0,1,175
21,13,2,3,0,58
53,2,2,0,0,99
15,55,3,49,0,85
31,7,1,0,0,40
8,77,3,45,0,126
4,0,6,0,1,200
23,5,2,0,1,300
12,7,1,0,0,75
21,4,2,0,1,99
27,0,1,71,1,89
22,0,5,0,0,40
3,1,1,0,0,50
